"plot","ratio","type","file","fileID","set85id","graphtype","kit","nickname","participantUnique","appStartTime","plotStartTime","plotEndTime","plot3dClicks","whichIsSmaller","byHowMuch","graphCorrecter","Height","response","subject","ratioLabel"
"3dPrint",3,2,"data/pilot/Set85/id-09/Type1-Rep01",13,9,"Type1",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681326837.30408,1681326851.75866,0,"Triangle (▲)",88.1,"",0.825404185268019,2.50705413473429,"a583153bc6c12b94f6e5c4c3e26bcba5811811",82.5
"3dPrint",5,2,"data/pilot/Set85/id-03/Type1-Rep01",5,3,"Type1",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681326868.06141,1681326890.58591,0,"Triangle (▲)",59.5,"",0.681292069057963,3.12997648249635,"a583153bc6c12b94f6e5c4c3e26bcba5811811",68.1
"2dDigital",5,2,"data/pilot/Set85/id-03/Type1-Rep01",5,3,"Type1",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681326890.68486,1681326902.88615,0,"Triangle (▲)",85.8,NA,0.681292069057963,4.15346432487347,"a583153bc6c12b94f6e5c4c3e26bcba5811811",68.1
"2dDigital",1,1,"data/pilot/Set85/id-04/Type3-Rep01",8,4,"Type3",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681326902.97763,1681326920.85799,0,"Triangle (▲)",45.8,NA,0.464158883361278,-0.432671973481804,"a583153bc6c12b94f6e5c4c3e26bcba5811811",46.4
"3dPrint",7,1,"data/pilot/Set85/id-01/Type3-Rep01",2,1,"Type3",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681326948.82876,1681326958.22382,0,"Triangle (▲)",17.7,"",0.177827941003892,-2.26677340051062,"a583153bc6c12b94f6e5c4c3e26bcba5811811",17.8
"3dDigital",5,2,"data/pilot/Set85/id-03/Type1-Rep01",5,3,"Type1",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681326958.31346,1681326997.66449,10,"Triangle (▲)",63.9,NA,0.681292069057963,2.12240996399695,"a583153bc6c12b94f6e5c4c3e26bcba5811811",68.1
"3dDigital",7,2,"data/pilot/Set85/id-01/Type1-Rep01",1,1,"Type1",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681326997.71237,1681327018.80747,3,"Triangle (▲)",22.4,NA,0.177827941003892,2.24555830387824,"a583153bc6c12b94f6e5c4c3e26bcba5811811",17.8
"2dDigital",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681327018.87832,1681327031.42784,0,"Triangle (▲)",90.5,NA,0.825404185268019,3.0151730894478,"a583153bc6c12b94f6e5c4c3e26bcba5811811",82.5
"3dPrint",1,2,"data/pilot/Set85/id-04/Type1-Rep01",7,4,"Type1",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681327043.20497,1681327062.0879,0,"Triangle (▲)",34.3,"",0.464158883361278,3.61363635484779,"a583153bc6c12b94f6e5c4c3e26bcba5811811",46.4
"3dDigital",1,1,"data/pilot/Set85/id-04/Type3-Rep01",8,4,"Type3",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681327062.15269,1681327081.25179,3,"Triangle (▲)",40,NA,0.464158883361278,2.70948658543185,"a583153bc6c12b94f6e5c4c3e26bcba5811811",46.4
"2dDigital",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",8,"a583153bc6c12b94f6e5c4c3e26bcba5","811811",1681326716.82129,1681327081.3236,1681327089.96864,0,"Triangle (▲)",26.6,NA,0.261015721568254,-0.68170550567171,"a583153bc6c12b94f6e5c4c3e26bcba5811811",26.1
"3dPrint",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681326865.92529,1681326946.34731,0,"Triangle (▲)",24.1,"",0.56234132519035,5.01163573836191,"57784e0faad4b99594afa21e308fde6c511291514",56.2
"3dPrint",5,1,"data/pilot/Set85/id-03/Type3-Rep01",6,3,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681326969.46722,1681327003.7958,0,"Triangle (▲)",31.7,"",0.681292069057963,5.19196554574002,"57784e0faad4b99594afa21e308fde6c511291514",68.1
"2dDigital",5,1,"data/pilot/Set85/id-03/Type3-Rep01",6,3,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327003.85992,1681327025.37991,0,"Triangle (▲)",34.4,NA,0.681292069057963,5.08126321687119,"57784e0faad4b99594afa21e308fde6c511291514",68.1
"3dPrint",7,1,"data/pilot/Set85/id-01/Type3-Rep01",2,1,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327038.29583,1681327069.49639,0,"Triangle (▲)",1.3,"",0.177827941003892,4.05378855760543,"57784e0faad4b99594afa21e308fde6c511291514",17.8
"2dDigital",6,1,"data/pilot/Set85/id-06/Type3-Rep01",12,6,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327069.58563,1681327151.07681,0,"Triangle (▲)",2.4,NA,0.261015721568254,4.57449950600155,"57784e0faad4b99594afa21e308fde6c511291514",26.1
"3dPrint",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327176.53747,1681327222.01004,0,"Triangle (▲)",9,"",0.261015721568254,4.10656374918721,"57784e0faad4b99594afa21e308fde6c511291514",26.1
"3dDigital",7,2,"data/pilot/Set85/id-01/Type1-Rep01",1,1,"Type1",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327222.1091,1681327240.32771,0,"Triangle (▲)",2.9,NA,0.177827941003892,3.90764003491718,"57784e0faad4b99594afa21e308fde6c511291514",17.8
"3dPrint",1,2,"data/pilot/Set85/id-04/Type1-Rep01",7,4,"Type1",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327253.77763,1681327276.30973,0,"Triangle (▲)",22.8,"",0.464158883361278,4.56930201361396,"57784e0faad4b99594afa21e308fde6c511291514",46.4
"3dDigital",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327276.39984,1681327292.01039,0,"Triangle (▲)",27,NA,0.56234132519035,4.87573743605979,"57784e0faad4b99594afa21e308fde6c511291514",56.2
"2dDigital",7,1,"data/pilot/Set85/id-01/Type3-Rep01",2,1,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327292.08123,1681327320.28652,0,"Triangle (▲)",9,NA,0.177827941003892,3.15506821127114,"57784e0faad4b99594afa21e308fde6c511291514",17.8
"3dDigital",5,2,"data/pilot/Set85/id-03/Type1-Rep01",5,3,"Type1",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327320.37639,1681327334.00589,0,"Triangle (▲)",26.7,NA,0.681292069057963,5.37692263626073,"57784e0faad4b99594afa21e308fde6c511291514",68.1
"3dDigital",6,1,"data/pilot/Set85/id-06/Type3-Rep01",12,6,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327334.07659,1681327350.83854,0,"Triangle (▲)",5.6,NA,0.261015721568254,4.36643218061742,"57784e0faad4b99594afa21e308fde6c511291514",26.1
"2dDigital",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327350.91098,1681327361.90654,0,"Triangle (▲)",23.8,NA,0.56234132519035,5.02499035692524,"57784e0faad4b99594afa21e308fde6c511291514",56.2
"2dDigital",1,1,"data/pilot/Set85/id-04/Type3-Rep01",8,4,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327361.99427,1681327372.6116,0,"Triangle (▲)",25.7,NA,0.464158883361278,4.38134486822413,"57784e0faad4b99594afa21e308fde6c511291514",46.4
"3dDigital",1,1,"data/pilot/Set85/id-04/Type3-Rep01",8,4,"Type3",20,"57784e0faad4b99594afa21e308fde6c","511291514",1681326855.67073,1681327372.69852,1681327385.79605,0,"Triangle (▲)",20.9,NA,0.464158883361278,4.68037434030444,"57784e0faad4b99594afa21e308fde6c511291514",46.4
"2dDigital",2,2,"data/pilot/Set85/id-05/Type1-Rep01",9,5,"Type1",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329145.99374,1681329172.77758,0,"Triangle (▲)",30,NA,0.383118684955729,3.07670761454399,"592307b7415b577e56e7a25074657f4a1651472191419",38.3
"2dDigital",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329172.89118,1681329189.62727,0,"Triangle (▲)",96.8,NA,0.825404185268019,3.84645134062041,"592307b7415b577e56e7a25074657f4a1651472191419",82.5
"3dPrint",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329209.34059,1681329243.11262,0,"Triangle (▲)",92.4,"",0.825404185268019,3.31970195504066,"592307b7415b577e56e7a25074657f4a1651472191419",82.5
"3dPrint",4,1,"data/pilot/Set85/id-02/Type3-Rep01",4,2,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329267.64114,1681329282.84752,0,"Triangle (▲)",46,"",0.56234132519035,3.37283129068345,"592307b7415b577e56e7a25074657f4a1651472191419",56.2
"3dDigital",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329282.93516,1681329309.40066,0,"Triangle (▲)",19,NA,0.383118684955729,4.28072389768788,"592307b7415b577e56e7a25074657f4a1651472191419",38.3
"3dDigital",3,2,"data/pilot/Set85/id-09/Type1-Rep01",13,9,"Type1",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329309.47469,1681329322.02169,0,"Triangle (▲)",85.6,NA,0.825404185268019,1.67110378183263,"592307b7415b577e56e7a25074657f4a1651472191419",82.5
"2dDigital",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329322.0946,1681329335.30751,0,"Triangle (▲)",39.9,NA,0.56234132519035,4.04081639519938,"592307b7415b577e56e7a25074657f4a1651472191419",56.2
"3dPrint",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329350.63902,1681329367.11217,0,"Triangle (▲)",24.9,"",0.383118684955729,3.75882213155339,"592307b7415b577e56e7a25074657f4a1651472191419",38.3
"3dDigital",6,1,"data/pilot/Set85/id-06/Type3-Rep01",12,6,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329367.17326,1681329381.40145,0,"Triangle (▲)",10.2,NA,0.261015721568254,4.00239398256464,"592307b7415b577e56e7a25074657f4a1651472191419",26.1
"2dDigital",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329381.4745,1681329395.04946,0,"Triangle (▲)",8.5,NA,0.261015721568254,4.14784167960307,"592307b7415b577e56e7a25074657f4a1651472191419",26.1
"3dDigital",4,1,"data/pilot/Set85/id-02/Type3-Rep01",4,2,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329395.11228,1681329408.87191,0,"Triangle (▲)",50,NA,0.56234132519035,2.66882997371014,"592307b7415b577e56e7a25074657f4a1651472191419",56.2
"3dPrint",1,1,"data/pilot/Set85/id-04/Type3-Rep01",8,4,"Type3",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329419.61311,1681329431.07461,0,"Triangle (▲)",38.8,"",0.464158883361278,2.95249913802162,"592307b7415b577e56e7a25074657f4a1651472191419",46.4
"2dDigital",1,2,"data/pilot/Set85/id-04/Type1-Rep01",7,4,"Type1",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329431.15243,1681329440.95835,0,"Triangle (▲)",33.8,NA,0.464158883361278,3.67139396537377,"592307b7415b577e56e7a25074657f4a1651472191419",46.4
"3dPrint",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329457.92024,1681329472.89368,0,"Triangle (▲)",16.7,"",0.261015721568254,3.25195719819031,"592307b7415b577e56e7a25074657f4a1651472191419",26.1
"3dDigital",1,2,"data/pilot/Set85/id-04/Type1-Rep01",7,4,"Type1",10,"592307b7415b577e56e7a25074657f4a","1651472191419",1681329145.90992,1681329472.9741,1681329493.09382,0,"Triangle (▲)",26,NA,0.464158883361278,4.36042667042921,"592307b7415b577e56e7a25074657f4a1651472191419",46.4
"3dPrint",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329863.12769,1681329896.17055,0,"Triangle (▲)",85.3,"",0.825404185268019,1.52836201199278,"b511f62a39f414d283a5ff518d1d7c3b2097518",82.5
"2dDigital",5,2,"data/pilot/Set85/id-03/Type1-Rep01",5,3,"Type1",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329896.26084,1681329908.25483,0,"Triangle (▲)",73.1,NA,0.681292069057963,2.34930670066598,"b511f62a39f414d283a5ff518d1d7c3b2097518",68.1
"3dDigital",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329908.34149,1681329928.77839,0,"Triangle (▲)",17.1,NA,0.261015721568254,3.19007310107042,"b511f62a39f414d283a5ff518d1d7c3b2097518",26.1
"3dDigital",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329928.84933,1681329946.45326,0,"Triangle (▲)",30.5,NA,0.383118684955729,2.98856990194705,"b511f62a39f414d283a5ff518d1d7c3b2097518",38.3
"3dDigital",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329946.51958,1681329959.11752,0,"Triangle (▲)",92.4,NA,0.825404185268019,3.31970195504066,"b511f62a39f414d283a5ff518d1d7c3b2097518",82.5
"2dDigital",7,2,"data/pilot/Set85/id-01/Type1-Rep01",1,1,"Type1",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329959.19016,1681329973.94795,0,"Triangle (▲)",14.9,NA,0.177827941003892,1.58870581019557,"b511f62a39f414d283a5ff518d1d7c3b2097518",17.8
"2dDigital",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329974.02817,1681329989.87479,0,"Triangle (▲)",36,NA,0.383118684955729,1.2850283988233,"b511f62a39f414d283a5ff518d1d7c3b2097518",38.3
"3dPrint",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681329999.14135,1681330021.10957,0,"Triangle (▲)",26.1,"",0.383118684955729,3.62490433222371,"b511f62a39f414d283a5ff518d1d7c3b2097518",38.3
"2dDigital",3,2,"data/pilot/Set85/id-09/Type1-Rep01",13,9,"Type1",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681330021.16495,1681330035.8554,0,"Triangle (▲)",82.2,NA,0.825404185268019,-1.10339945399097,"b511f62a39f414d283a5ff518d1d7c3b2097518",82.5
"3dPrint",5,1,"data/pilot/Set85/id-03/Type3-Rep01",6,3,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681330051.23212,1681330065.29984,0,"Triangle (▲)",68,"",0.681292069057963,-1.97592487169327,"b511f62a39f414d283a5ff518d1d7c3b2097518",68.1
"2dDigital",6,1,"data/pilot/Set85/id-06/Type3-Rep01",12,6,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681330065.38572,1681330074.03254,0,"Triangle (▲)",19.8,NA,0.261015721568254,2.68404942946615,"b511f62a39f414d283a5ff518d1d7c3b2097518",26.1
"3dDigital",7,1,"data/pilot/Set85/id-01/Type3-Rep01",2,1,"Type3",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681330074.11992,1681330089.06924,0,"Triangle (▲)",16.4,NA,0.177827941003892,0.592439432168523,"b511f62a39f414d283a5ff518d1d7c3b2097518",17.8
"3dDigital",5,2,"data/pilot/Set85/id-03/Type1-Rep01",5,3,"Type1",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681330089.14,1681330097.45401,0,"Triangle (▲)",65.6,NA,0.681292069057963,1.40828083880581,"b511f62a39f414d283a5ff518d1d7c3b2097518",68.1
"3dPrint",7,2,"data/pilot/Set85/id-01/Type1-Rep01",1,1,"Type1",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681330107.9723,1681330125.36549,0,"Triangle (▲)",12.7,"",0.177827941003892,2.38067241005894,"b511f62a39f414d283a5ff518d1d7c3b2097518",17.8
"3dPrint",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",14,"b511f62a39f414d283a5ff518d1d7c3b","2097518",1681329844.35068,1681330129.09507,1681330161.25961,0,"Triangle (▲)",27.5,"",0.261015721568254,0.607321168708713,"b511f62a39f414d283a5ff518d1d7c3b2097518",26.1
"3dPrint",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392045.60693,1681392112.52516,0,"Triangle (▲)",28.7,"",0.383118684955729,3.28345785728478,"646a1710aab73b810b506b840868e71679181665",38.3
"3dDigital",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392112.6406,1681392142.77478,0,"Triangle (▲)",21.4,NA,0.383118684955729,4.09058827663155,"646a1710aab73b810b506b840868e71679181665",38.3
"3dDigital",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392142.83006,1681392158.79255,0,"Triangle (▲)",46.3,NA,0.56234132519035,3.33043399004584,"646a1710aab73b810b506b840868e71679181665",56.2
"2dDigital",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392158.86777,1681392184.30503,0,"Triangle (▲)",81.4,NA,0.825404185268019,0.33961462340067,"646a1710aab73b810b506b840868e71679181665",82.5
"2dDigital",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392184.37626,1681392200.43875,0,"Triangle (▲)",51.2,NA,0.56234132519035,2.36712850446678,"646a1710aab73b810b506b840868e71679181665",56.2
"3dDigital",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392200.52872,1681392216.74361,0,"Triangle (▲)",18,NA,0.261015721568254,3.04029141454545,"646a1710aab73b810b506b840868e71679181665",26.1
"2dDigital",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392216.81434,1681392230.91947,0,"Triangle (▲)",18.9,NA,0.261015721568254,2.87313837038619,"646a1710aab73b810b506b840868e71679181665",26.1
"2dDigital",7,2,"data/pilot/Set85/id-01/Type1-Rep01",1,1,"Type1",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392231.01075,1681392242.73562,0,"Triangle (▲)",11.5,NA,0.177827941003892,2.67982779083029,"646a1710aab73b810b506b840868e71679181665",17.8
"3dDigital",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392242.82319,1681392262.38314,0,"Triangle (▲)",80.5,NA,0.825404185268019,1.11464589247474,"646a1710aab73b810b506b840868e71679181665",82.5
"3dPrint",3,1,"data/pilot/Set85/id-09/Type3-Rep01",14,9,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392281.07054,1681392296.58528,0,"Triangle (▲)",82.6,"",0.825404185268019,-2.43767034074781,"646a1710aab73b810b506b840868e71679181665",82.5
"3dPrint",4,1,"data/pilot/Set85/id-02/Type3-Rep01",4,2,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392322.83221,1681392341.91483,0,"Triangle (▲)",70.9,"",0.56234132519035,3.886634763537,"646a1710aab73b810b506b840868e71679181665",56.2
"3dPrint",6,1,"data/pilot/Set85/id-06/Type3-Rep01",12,6,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392356.63234,1681392389.42383,0,"Triangle (▲)",17.7,"",0.261015721568254,3.09196586741996,"646a1710aab73b810b506b840868e71679181665",26.1
"3dPrint",7,2,"data/pilot/Set85/id-01/Type1-Rep01",1,1,"Type1",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392400.31017,1681392419.99769,0,"Triangle (▲)",14.3,"",0.177827941003892,1.85111700521645,"646a1710aab73b810b506b840868e71679181665",17.8
"2dDigital",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392420.06353,1681392439.74644,0,"Triangle (▲)",28.7,NA,0.383118684955729,3.28345785728478,"646a1710aab73b810b506b840868e71679181665",38.3
"3dDigital",7,1,"data/pilot/Set85/id-01/Type3-Rep01",2,1,"Type3",4,"646a1710aab73b810b506b840868e716","79181665",1681392032.47151,1681392439.82249,1681392462.95837,0,"Triangle (▲)",16.5,NA,0.177827941003892,0.493436345289731,"646a1710aab73b810b506b840868e71679181665",17.8
"3dDigital",1,1,"data/pilot/Set85/id-04/Type3-Rep01",8,4,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482162.19283,1681482216.94177,0,"Triangle (▲)",55.6,NA,0.464158883361278,3.21864350298563,"56231d27899dc0b7d54989ea4a7961dd11441",46.4
"3dDigital",4,1,"data/pilot/Set85/id-02/Type3-Rep01",4,2,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482217.04062,1681482236.55306,0,"Triangle (▲)",69.8,NA,0.56234132519035,3.77514195644565,"56231d27899dc0b7d54989ea4a7961dd11441",56.2
"3dPrint",2,1,"data/pilot/Set85/id-05/Type3-Rep01",10,5,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482261.68147,1681482277.65103,0,"Triangle (▲)",35.8,"",0.383118684955729,1.39882562371835,"56231d27899dc0b7d54989ea4a7961dd11441",38.3
"3dDigital",6,1,"data/pilot/Set85/id-06/Type3-Rep01",12,6,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482277.76879,1681482298.56248,0,"Triangle (▲)",17.2,NA,0.261015721568254,3.17417822788047,"56231d27899dc0b7d54989ea4a7961dd11441",26.1
"3dPrint",5,1,"data/pilot/Set85/id-03/Type3-Rep01",6,3,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482322.78148,1681482334.24256,0,"Triangle (▲)",66,"",0.681292069057963,1.17261994153792,"56231d27899dc0b7d54989ea4a7961dd11441",68.1
"2dDigital",5,1,"data/pilot/Set85/id-03/Type3-Rep01",6,3,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482334.35868,1681482347.18898,0,"Triangle (▲)",72.8,NA,0.681292069057963,2.26176941763342,"56231d27899dc0b7d54989ea4a7961dd11441",68.1
"3dDigital",5,2,"data/pilot/Set85/id-03/Type1-Rep01",5,3,"Type1",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482347.30502,1681482361.09336,0,"Triangle (▲)",74.2,NA,0.681292069057963,2.63128896676299,"56231d27899dc0b7d54989ea4a7961dd11441",68.1
"3dDigital",2,2,"data/pilot/Set85/id-05/Type1-Rep01",9,5,"Type1",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482361.15758,1681482373.70183,0,"Triangle (▲)",42.1,NA,0.383118684955729,1.96832359416331,"56231d27899dc0b7d54989ea4a7961dd11441",38.3
"2dDigital",1,2,"data/pilot/Set85/id-04/Type1-Rep01",7,4,"Type1",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482373.77825,1681482384.79103,0,"Triangle (▲)",48.1,NA,0.464158883361278,0.855281458231621,"56231d27899dc0b7d54989ea4a7961dd11441",46.4
"2dDigital",2,2,"data/pilot/Set85/id-05/Type1-Rep01",9,5,"Type1",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482384.89092,1681482392.02551,0,"Triangle (▲)",37.7,NA,0.383118684955729,-0.440520921581987,"56231d27899dc0b7d54989ea4a7961dd11441",38.3
"3dPrint",4,1,"data/pilot/Set85/id-02/Type3-Rep01",4,2,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482409.58728,1681482426.86739,0,"Triangle (▲)",50,"",0.56234132519035,2.66882997371014,"56231d27899dc0b7d54989ea4a7961dd11441",56.2
"3dPrint",6,1,"data/pilot/Set85/id-06/Type3-Rep01",12,6,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482443.06692,1681482453.46368,0,"Triangle (▲)",19.4,"",0.261015721568254,2.77116133638549,"56231d27899dc0b7d54989ea4a7961dd11441",26.1
"3dPrint",1,1,"data/pilot/Set85/id-04/Type3-Rep01",8,4,"Type3",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482465.62558,1681482475.61503,0,"Triangle (▲)",46.6,"",0.464158883361278,-1.69380000169698,"56231d27899dc0b7d54989ea4a7961dd11441",46.4
"2dDigital",6,2,"data/pilot/Set85/id-06/Type1-Rep01",11,6,"Type1",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482475.7277,1681482490.56984,0,"Triangle (▲)",19.4,NA,0.261015721568254,2.77116133638549,"56231d27899dc0b7d54989ea4a7961dd11441",26.1
"2dDigital",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",19,"56231d27899dc0b7d54989ea4a7961dd","11441",1681482162.11304,1681482490.68243,1681482499.38016,0,"Triangle (▲)",76.1,NA,0.56234132519035,4.32126917243923,"56231d27899dc0b7d54989ea4a7961dd11441",56.2
"3dDigital",4,2,"data/pilot/Set85/id-02/Type1-Rep01",3,2,"Type1",3,"f771694e743b36b0355c9386c8e9a7fa","512516811420",1681497257.26824,1681497317.3701,1681497362.82238,0,"Triangle (▲)",69.8,NA,0.56234132519035,3.77514195644565,"f771694e743b36b0355c9386c8e9a7fa512516811420",56.2
